dispute_id,transaction_id,claim_date,days_to_claim,claim_reason,prior_dispute_count,merchant_category,delivery_confirmation_proxy,claim_amount,friendly_fraud_claim_probability,friendly_fraud_label,claim_outcome,transaction_fraud_label,data_layer,data_status,source_type,claim_boundary
DP0000001,T000237159,2026-01-27 14:08:00,19,GOODS_NOT_RECEIVED,1,GAMING,1,8.55,0.04363334877181076,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000002,T000222744,2026-01-17 12:09:00,13,GOODS_NOT_RECEIVED,1,GAMING,1,503.58,0.2836723806616725,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000003,T000244881,2026-02-05 12:11:00,6,DUPLICATE_CHARGE,0,RETAIL,1,67.24,0.007537321116828347,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000004,T000081329,2026-01-29 21:42:00,15,TRANSACTION_NOT_RECOGNISED,0,GROCERY,1,553.64,0.06032874062635049,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000005,T000010506,2026-01-11 16:44:00,2,TRANSACTION_NOT_RECOGNISED,1,GROCERY,0,127.4,0.02364791726362404,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000006,T000167561,2026-02-13 01:28:00,34,GOODS_NOT_RECEIVED,1,UTILITIES,1,287.31,0.04834161692972807,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000007,T000191365,2026-01-20 18:17:00,15,GOODS_NOT_RECEIVED,0,ELECTRONICS,0,349.34,0.05432320667198543,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000008,T000213835,2026-02-05 10:30:00,20,SERVICE_NOT_PROVIDED,0,GAMING,1,31.52,0.1545296905237878,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000009,T000006686,2026-02-02 12:13:00,3,GOODS_NOT_RECEIVED,0,RETAIL,1,99.7,0.15787184603686014,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000010,T000145321,2026-02-17 12:42:00,25,TRANSACTION_NOT_RECOGNISED,0,GAMING,1,504.18,0.09590666592646636,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000011,T000182268,2026-01-31 19:13:00,13,TRANSACTION_NOT_RECOGNISED,0,UTILITIES,1,127.63,0.055704767800982234,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000012,T000199214,2026-02-04 05:07:00,11,SERVICE_NOT_PROVIDED,0,ELECTRONICS,1,479.91,0.0559902494871132,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000013,T000015660,2026-02-13 23:55:00,24,TRANSACTION_NOT_RECOGNISED,0,RETAIL,1,55.91,0.01825539945992804,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000014,T000171722,2026-02-08 16:24:00,13,TRANSACTION_NOT_RECOGNISED,0,TRANSFER,0,12.18,0.010478357354502208,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000015,T000176744,2026-02-09 14:00:00,22,TRANSACTION_NOT_RECOGNISED,0,TRANSFER,1,110.1,0.1036301846864118,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000016,T000047509,2026-02-05 17:48:00,6,SERVICE_NOT_PROVIDED,0,GROCERY,0,36.41,0.022188110911862208,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000017,T000105884,2026-02-13 14:34:00,29,TRANSACTION_NOT_RECOGNISED,1,GROCERY,0,366.89,0.029556219011837682,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000018,T000183177,2026-02-05 12:34:00,18,DUPLICATE_CHARGE,1,TRANSFER,1,186.03,0.07169139765804282,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000019,T000064880,2026-02-11 11:11:00,36,DUPLICATE_CHARGE,0,UTILITIES,0,112.1,0.013925129021120836,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000020,T000142406,2026-02-08 13:32:00,13,TRANSACTION_NOT_RECOGNISED,1,UTILITIES,1,52.11,0.049002576605259605,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000021,T000245717,2026-01-26 13:59:00,22,GOODS_NOT_RECEIVED,0,RETAIL,1,187.21,0.008191072063048033,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000022,T000060246,2026-01-07 14:15:00,2,TRANSACTION_NOT_RECOGNISED,0,RETAIL,1,128.43,0.05272587151461541,1,CLAIM_REJECTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000023,T000045586,2026-02-08 13:40:00,23,SERVICE_NOT_PROVIDED,2,GROCERY,0,388.54,0.06553310419918422,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000024,T000061005,2026-02-07 19:53:00,16,GOODS_NOT_RECEIVED,1,GAMING,0,87.42,0.017799525578086818,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000025,T000179771,2026-02-09 13:38:00,17,DUPLICATE_CHARGE,1,GAMING,1,202.01,0.04425158439125847,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000026,T000095387,2026-01-04 04:13:00,1,SERVICE_NOT_PROVIDED,0,RETAIL,1,27.82,0.11258987722449265,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000027,T000039141,2026-01-28 14:43:00,20,GOODS_NOT_RECEIVED,0,ELECTRONICS,0,62.07,0.015668210755638477,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000028,T000026865,2026-02-01 08:33:00,19,GOODS_NOT_RECEIVED,1,TRANSFER,1,181.43,0.11026306723670076,1,CLAIM_REJECTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000029,T000014694,2026-01-25 08:57:00,13,SERVICE_NOT_PROVIDED,1,UTILITIES,0,7.95,0.014801085998068337,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000030,T000021419,2026-02-07 06:10:00,32,GOODS_NOT_RECEIVED,0,TRANSFER,0,199.27,0.008554990112699652,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000031,T000067371,2026-01-10 13:41:00,6,DUPLICATE_CHARGE,1,RETAIL,0,1.19,0.014959107490754004,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000032,T000019607,2026-01-07 01:15:00,5,TRANSACTION_NOT_RECOGNISED,1,TRAVEL,1,105.32,0.15448624220912835,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000033,T000020198,2026-02-05 18:48:00,8,SERVICE_NOT_PROVIDED,1,GROCERY,1,18.73,0.033982124377116875,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000034,T000047806,2026-01-24 13:51:00,9,GOODS_NOT_RECEIVED,0,RETAIL,1,2315.16,0.03816144771726415,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000035,T000154406,2026-01-13 01:14:00,10,GOODS_NOT_RECEIVED,2,GAMING,1,131.06,0.1392997577089162,1,ACCOUNT_MONITORING,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000036,T000096485,2026-01-30 12:20:00,21,TRANSACTION_NOT_RECOGNISED,0,TRAVEL,1,10.08,0.07037084351647033,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000037,T000211550,2026-02-06 07:36:00,17,DUPLICATE_CHARGE,1,RETAIL,0,420.9,0.012413931046432052,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000038,T000049040,2026-02-03 11:07:00,7,TRANSACTION_NOT_RECOGNISED,1,GAMING,1,153.54,0.10497045312787238,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000039,T000087242,2026-01-31 13:53:00,10,TRANSACTION_NOT_RECOGNISED,2,TRANSFER,1,227.94,0.20107087818376868,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000040,T000201277,2026-03-24 12:39:00,55,GOODS_NOT_RECEIVED,1,UTILITIES,1,118.27,0.09063845809011999,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000041,T000139666,2026-02-25 23:51:00,27,SERVICE_NOT_PROVIDED,0,RETAIL,0,223.86,0.04053737677091682,1,CLAIM_REJECTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000042,T000242542,2026-02-06 14:56:00,26,GOODS_NOT_RECEIVED,0,RETAIL,1,29.69,0.03093252723756528,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000043,T000092742,2026-01-28 00:27:00,1,GOODS_NOT_RECEIVED,0,TRANSFER,0,88.85,0.02173907762684485,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000044,T000160449,2026-02-04 15:51:00,12,SERVICE_NOT_PROVIDED,1,GROCERY,1,42.66,0.02010754006272175,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000045,T000208337,2026-02-07 10:09:00,25,GOODS_NOT_RECEIVED,0,GROCERY,1,186.39,0.01764463474311042,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000046,T000024549,2026-01-29 12:45:00,6,GOODS_NOT_RECEIVED,2,RETAIL,0,103.62,0.033902098953542174,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000047,T000222150,2026-01-02 19:49:00,1,SERVICE_NOT_PROVIDED,0,TRAVEL,1,1.95,0.06154983432429551,1,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000048,T000049445,2026-01-27 19:58:00,14,TRANSACTION_NOT_RECOGNISED,2,GROCERY,1,146.35,0.19002481859111492,1,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
