dispute_id,transaction_id,claim_date,days_to_claim,claim_reason,prior_dispute_count,merchant_category,delivery_confirmation_proxy,claim_amount,friendly_fraud_claim_probability,friendly_fraud_label,claim_outcome,transaction_fraud_label,data_layer,data_status,source_type,claim_boundary
DP0008762,T000061820,2026-01-17 06:01:00,8,GOODS_NOT_RECEIVED,0,UTILITIES,1,142.54,0.0266937008452596,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0010413,T000004689,2026-02-18 15:45:00,20,DUPLICATE_CHARGE,2,UTILITIES,1,60.56,0.1124408260223543,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000566,T000024605,2026-01-22 18:51:00,6,TRANSACTION_NOT_RECOGNISED,0,TRANSFER,1,201.06,0.0188830563826996,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0013708,T000109421,2026-02-23 06:01:00,43,SERVICE_NOT_PROVIDED,0,TRAVEL,1,165.77,0.0187429744057304,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0008954,T000246896,2026-02-04 11:16:00,17,SERVICE_NOT_PROVIDED,1,TRAVEL,0,134.04,0.082851062631694,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0007763,T000127684,2026-02-25 23:22:00,30,GOODS_NOT_RECEIVED,1,TRANSFER,1,50.25,0.0352342857817009,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0010371,T000148337,2026-02-14 04:05:00,20,DUPLICATE_CHARGE,1,GAMING,0,247.69,0.0807170926396275,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0006790,T000221496,2026-02-11 11:15:00,18,TRANSACTION_NOT_RECOGNISED,0,UTILITIES,0,57.12,0.0092345841103547,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0006888,T000093141,2026-01-22 12:45:00,19,GOODS_NOT_RECEIVED,1,GAMING,1,130.79,0.107701102768391,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0006005,T000210836,2026-02-10 19:11:00,12,SERVICE_NOT_PROVIDED,2,CRYPTO,0,185.92,0.1222233491217694,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0009253,T000075355,2026-01-09 21:56:00,3,TRANSACTION_NOT_RECOGNISED,0,UTILITIES,1,674.15,0.051219472678004,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0010570,T000070689,2026-01-24 16:27:00,17,TRANSACTION_NOT_RECOGNISED,0,GROCERY,0,70.71,0.0133818541744805,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0013313,T000129480,2026-02-01 15:23:00,2,GOODS_NOT_RECEIVED,0,GROCERY,1,565.47,0.0332464486893695,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0007874,T000173072,2026-01-25 20:10:00,8,DUPLICATE_CHARGE,1,GROCERY,1,33.2,0.0705271410123796,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0002239,T000111612,2026-01-26 14:46:00,14,TRANSACTION_NOT_RECOGNISED,0,UTILITIES,1,209.35,0.0111117004463982,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0003939,T000158480,2026-02-05 08:23:00,12,TRANSACTION_NOT_RECOGNISED,0,ELECTRONICS,1,154.31,0.0350982766034601,0,CLAIM_PAID,1,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0013629,T000247885,2026-01-29 10:19:00,17,SERVICE_NOT_PROVIDED,0,RETAIL,0,54.73,0.0246618317350568,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0001551,T000158512,2026-02-18 16:06:00,25,SERVICE_NOT_PROVIDED,1,RETAIL,1,413.42,0.0787579757973682,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0007096,T000008291,2026-03-03 19:29:00,55,GOODS_NOT_RECEIVED,1,CRYPTO,1,87.53,0.0341210571936979,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0000511,T000216726,2026-01-27 20:50:00,23,TRANSACTION_NOT_RECOGNISED,0,GROCERY,0,64.1,0.0261850656548826,0,MERCHANT_REFUND,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0003699,T000084500,2026-02-25 13:33:00,28,GOODS_NOT_RECEIVED,0,TRAVEL,1,69.06,0.0876915412397766,0,EVIDENCE_REQUESTED,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0005705,T000217059,2026-01-29 17:17:00,22,TRANSACTION_NOT_RECOGNISED,1,ELECTRONICS,1,37.42,0.1005580000821052,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
DP0005766,T000156872,2026-01-27 13:11:00,6,TRANSACTION_NOT_RECOGNISED,0,RETAIL,0,314.97,0.0166984003490309,0,CLAIM_PAID,0,Synthetic,Synthetic,Post-transaction dispute/claim generator,Friendly-fraud claim risk; not real-time transaction authorisation fraud
